,Order #,Order
1806,1807,Harry's Deluxe Burger
1807,1808,Harry's Deluxe Burger
1808,1809,Cheeseburger
1809,1810,Cheeseburger
1810,1811,Cheeseburger
1811,1812,Harry's Deluxe Burger
1812,1813,Harry's Deluxe Burger
1813,1814,Cheeseburger
1814,1815,Cheeseburger
1815,1816,Harry's Deluxe Burger
1816,1817,Harry's Deluxe Burger
1817,1818,Harry's Deluxe Burger
1818,1819,Harry's Deluxe Burger
1819,1820,Harry's Deluxe Burger
1820,1821,Cheeseburger
1821,1822,Harry's Deluxe Burger
1822,1823,Hamburger
1823,1824,Harry's Deluxe Burger
1824,1825,Harry's Deluxe Burger
1825,1826,Harry's Deluxe Burger
1826,1827,Cheeseburger
1827,1828,Harry's Deluxe Burger
1828,1829,Harry's Deluxe Burger
1829,1830,Harry's Deluxe Burger
1830,1831,Harry's Deluxe Burger
1831,1832,Cheeseburger
1832,1833,Harry's Deluxe Burger
1833,1834,Harry's Deluxe Burger
1834,1835,Harry's Deluxe Burger
1835,1836,Harry's Deluxe Burger
1836,1837,Cheeseburger
1837,1838,Harry's Deluxe Burger
1838,1839,Hamburger
1839,1840,Harry's Deluxe Burger
1840,1841,Harry's Deluxe Burger
1841,1842,Cheeseburger
1842,1843,Harry's Deluxe Burger
1843,1844,Harry's Deluxe Burger
1844,1845,Cheeseburger
1845,1846,Cheeseburger
1846,1847,Hamburger
1847,1848,Hamburger
1848,1849,Hamburger
1849,1850,Harry's Deluxe Burger
1850,1851,Hamburger
1851,1852,Cheeseburger
1852,1853,Cheeseburger
1853,1854,Harry's Deluxe Burger
1854,1855,Cheeseburger
1855,1856,Hamburger
1856,1857,Harry's Deluxe Burger
1857,1858,Harry's Deluxe Burger
1858,1859,Harry's Deluxe Burger
1859,1860,Cheeseburger
1860,1861,Cheeseburger
1861,1862,Hamburger
1862,1863,Harry's Deluxe Burger
1863,1864,Harry's Deluxe Burger
1864,1865,Cheeseburger
1865,1866,Hamburger
1866,1867,Cheeseburger
1867,1868,Cheeseburger
1868,1869,Hamburger
1869,1870,Harry's Deluxe Burger
1870,1871,Harry's Deluxe Burger
1871,1872,Cheeseburger
1872,1873,Harry's Deluxe Burger
1873,1874,Harry's Deluxe Burger
1874,1875,Cheeseburger
1875,1876,Cheeseburger
1876,1877,Harry's Deluxe Burger
1877,1878,Harry's Deluxe Burger
1878,1879,Harry's Deluxe Burger
1879,1880,Cheeseburger
1880,1881,Cheeseburger
1881,1882,Harry's Deluxe Burger
1882,1883,Harry's Deluxe Burger
1883,1884,Cheeseburger
1884,1885,Cheeseburger
1885,1886,Harry's Deluxe Burger
1886,1887,Harry's Deluxe Burger
1887,1888,Harry's Deluxe Burger
1888,1889,Harry's Deluxe Burger
1889,1890,Harry's Deluxe Burger
1890,1891,Cheeseburger
1891,1892,Harry's Deluxe Burger
1892,1893,Hamburger
1893,1894,Harry's Deluxe Burger
1894,1895,Cheeseburger
1895,1896,Harry's Deluxe Burger
1896,1897,Harry's Deluxe Burger
1897,1898,Harry's Deluxe Burger
1898,1899,Cheeseburger
1899,1900,Harry's Deluxe Burger
1900,1901,Cheeseburger
1901,1902,Hamburger
1902,1903,Cheeseburger
1903,1904,Harry's Deluxe Burger
1904,1905,Hamburger
1905,1906,Cheeseburger
1906,1907,Harry's Deluxe Burger
1907,1908,Hamburger
1908,1909,Cheeseburger
1909,1910,Cheeseburger
1910,1911,Harry's Deluxe Burger
1911,1912,Harry's Deluxe Burger
1912,1913,Harry's Deluxe Burger
1913,1914,Hamburger
1914,1915,Cheeseburger
1915,1916,Harry's Deluxe Burger
1916,1917,Hamburger
1917,1918,Cheeseburger
1918,1919,Cheeseburger
1919,1920,Harry's Deluxe Burger
1920,1921,Hamburger
1921,1922,Harry's Deluxe Burger
1922,1923,Cheeseburger
1923,1924,Harry's Deluxe Burger
1924,1925,Harry's Deluxe Burger
1925,1926,Cheeseburger
1926,1927,Cheeseburger
1927,1928,Cheeseburger
1928,1929,Harry's Deluxe Burger
1929,1930,Harry's Deluxe Burger
1930,1931,Cheeseburger
1931,1932,Hamburger
1932,1933,Harry's Deluxe Burger
1933,1934,Cheeseburger
1934,1935,Cheeseburger
1935,1936,Harry's Deluxe Burger
1936,1937,Harry's Deluxe Burger
1937,1938,Hamburger
1938,1939,Harry's Deluxe Burger
1939,1940,Harry's Deluxe Burger
1940,1941,Hamburger
1941,1942,Harry's Deluxe Burger
1942,1943,Cheeseburger
1943,1944,Harry's Deluxe Burger
1944,1945,Harry's Deluxe Burger
1945,1946,Cheeseburger
1946,1947,Cheeseburger
1947,1948,Hamburger
1948,1949,Cheeseburger
1949,1950,Harry's Deluxe Burger
1950,1951,Cheeseburger
1951,1952,Harry's Deluxe Burger
1952,1953,Harry's Deluxe Burger
1953,1954,Harry's Deluxe Burger
1954,1955,Cheeseburger
1955,1956,Harry's Deluxe Burger
1956,1957,Harry's Deluxe Burger
1957,1958,Harry's Deluxe Burger
1958,1959,Cheeseburger
1959,1960,Cheeseburger
1960,1961,Cheeseburger
1961,1962,Cheeseburger
1962,1963,Harry's Deluxe Burger
1963,1964,Cheeseburger
1964,1965,Harry's Deluxe Burger
1965,1966,Harry's Deluxe Burger
1966,1967,Harry's Deluxe Burger
1967,1968,Harry's Deluxe Burger
1968,1969,Harry's Deluxe Burger
1969,1970,Cheeseburger
1970,1971,Harry's Deluxe Burger
1971,1972,Hamburger
1972,1973,Harry's Deluxe Burger
1973,1974,Cheeseburger
1974,1975,Hamburger
1975,1976,Harry's Deluxe Burger
1976,1977,Harry's Deluxe Burger
1977,1978,Cheeseburger
1978,1979,Cheeseburger
1979,1980,Hamburger
1980,1981,Harry's Deluxe Burger
1981,1982,Cheeseburger
1982,1983,Harry's Deluxe Burger
1983,1984,Harry's Deluxe Burger
1984,1985,Cheeseburger
1985,1986,Harry's Deluxe Burger
1986,1987,Harry's Deluxe Burger
1987,1988,Hamburger
1988,1989,Cheeseburger
1989,1990,Harry's Deluxe Burger
1990,1991,Cheeseburger
1991,1992,Hamburger
1992,1993,Harry's Deluxe Burger
1993,1994,Harry's Deluxe Burger
1994,1995,Hamburger
1995,1996,Harry's Deluxe Burger
1996,1997,Cheeseburger
1997,1998,Harry's Deluxe Burger
1998,1999,Cheeseburger
1999,2000,Hamburger
